id,uniprot,gene,chrom,start,end
O94955,O94955,22836,,,
Q7L0R7,Q7L0R7,22838,,,
Q7L804,Q7L804,22841,,,
A7E2X1,A7E2X1,22843,,,
Q9UPQ8,Q9UPQ8,22845,,,
Q2M2I8,Q2M2I8,22848,,,
Q8NE35,Q8NE35,22849,,,
Q8IWU2,Q8IWU2,22853,,,
Q9Y2I2,Q9Y2I2,22854,,,
Q86X52,Q86X52,22856,,,
Q9UPZ9,Q9UPZ9,22858,,,
O94910,O94910,22859,,,
Q53XJ5,Q53XJ5,2286,,,
Q9C000,Q9C000,22861,,,
Q6ZNE5,Q6ZNE5,22863,,,
Q8WXI2,Q8WXI2,22866,,,
Q9NYY8,Q9NYY8,22868,,,
Q9Y2H8,Q9Y2H8,22869,,,
Q00688,Q00688,2287,,,
Q9UPN7,Q9UPN7,22870,,,
Q8N2Q7,Q8N2Q7,22871,,,
O94979,O94979,22872,,,
Q86YF9,Q86YF9,22873,,,
Q9Y6X5,Q9Y6X5,22875,,,
Q9HAP2,Q9HAP2,22877,,,
Q02790,Q02790,2288,,,
O94929,O94929,22885,,,
Q9UPW0,Q9UPW0,22887,,,
Q13451,Q13451,2289,,,
Q9Y2K1,Q9Y2K1,22890,,,
Q70YC5,Q70YC5,22891,,,
Q9Y2L1,Q9Y2L1,22894,,,
Q9UPV0,Q9UPV0,22897,,,
P05062,P05062,229,,,
P55316,P55316,2290,,,
Q9Y2G2,Q9Y2G2,22900,,,
Q96EG1,Q96EG1,22901,,,
Q9Y2F9,Q9Y2F9,22903,,,
O95208,O95208,22905,,,
Q9UPV9,Q9UPV9,22906,,,
Q7L2E3,Q7L2E3,22907,,,
Q9Y2M0,Q9Y2M0,22909,,,
Q9UKM9,Q9UKM9,22913,,,
P26718,P26718,22914,,,
P52298,P52298,22916,,,
Q9NPY3,Q9NPY3,22918,,,
Q15691,Q15691,22919,,,
Q9Y3D2,Q9Y3D2,22921,,,
Q9UPY8,Q9UPY8,22924,,,
Q13018,Q13018,22925,,,
P18850,P18850,22926,,,
Q5JVS0,Q5JVS0,22927,,,
Q99611,Q99611,22928,,,
P49903,P49903,22929,,,
Q15042,Q15042,22930,,,
Q9NP72,Q9NP72,22931,,,
Q8IXJ6,Q8IXJ6,22933,,,
P49247,P49247,22934,,,
Q7Z656,Q7Z656,22936,,,
Q13573,Q13573,22938,,,
Q12946,Q12946,2294,,,
Q9UPX8,Q9UPX8,22941,,,
O94907,O94907,22943,,,
O60870,O60870,22944,,,
V9HW37,V9HW37,22948,,,
Q14914,Q14914,22949,,,
Q12947,Q12947,2295,,,
Q9UBL9,Q9UBL9,22953,,,
Q13049,Q13049,22954,,,
Q96GD3,Q96GD3,22955,,,
W6CJ52,W6CJ52,2296,,,
Q16676,Q16676,2297,,,
Q9ULW0,Q9ULW0,22974,,,
Q6ZW49,Q6ZW49,22976,,,
O95154,O95154,22977,,,
P49902,P49902,22978,,,
Q12950,Q12950,2298,,,
Q9Y2I6,Q9Y2I6,22981,,,
Q9Y2H9,Q9Y2H9,22983,,,
Q14690,Q14690,22984,,,
Q9UKV3,Q9UKV3,22985,,,
B3KT41,B3KT41,22987,,,
Q9Y2K3,Q9Y2K3,22989,,,
Q12951,Q12951,2299,,,
Q9Y2K7,Q9Y2K7,22992,,,
Q9UPN4,Q9UPN4,22994,,,
Q3B7A2,Q3B7A2,22995,,,
Q86UR5,Q86UR5,22999,,,
Q8NE71,Q8NE71,23,,,
P09972,P09972,230,,,
Q498Y4,Q498Y4,2300,,,
Q9Y4D1,Q9Y4D1,23002,,,
Q4KWH8,Q4KWH8,23007,,,
Q13461,Q13461,2301,,,
Q9UL25,Q9UL25,23011,,,
Q9Y2H1,Q9Y2H1,23012,,,
Q8IUQ5,Q8IUQ5,23014,,,
Q15024,Q15024,23016,,,
A5YKK6,A5YKK6,23019,,,
Q92949,Q92949,2302,,,
O75643,O75643,23020,,,
Q9UPQ7,Q9UPQ7,23024,,,
Q9UPW8,Q9UPW8,23025,,,
Q9Y6X6,Q9Y6X6,23026,,,
O60341,O60341,23028,,,
P42696,P42696,23029,,,
Q99958,Q99958,2303,,,
O94953,O94953,23030,,,
O60307,O60307,23031,,,
Q8TEY7,Q8TEY7,23032,,,
Q6ZVD8,Q6ZVD8,23035,,,
Q8N5D0,Q8N5D0,23038,,,
Q9UIA9,Q9UIA9,23039,,,
O00358,O00358,2304,,,
Q9UKE5,Q9UKE5,23043,,,
Q2UVF0,Q2UVF0,23046,,,
Q9NTI5,Q9NTI5,23047,,,
Q96Q15,Q96Q15,23049,,,
Q08050,Q08050,2305,,,
O94919,O94919,23052,,,
Q14686,Q14686,23054,,,
Q9BZQ4,Q9BZQ4,23057,,,
Q96AJ1,Q96AJ1,23059,,,
O60548,O60548,2306,,,
Q9UJY4,Q9UJY4,23062,,,
Q7Z333,Q7Z333,23064,,,
Q9UPS6,Q9UPS6,23067,,,
O43638,O43638,2307,,,
Q8N1G2,Q8N1G2,23070,,,
Q9BS26,Q9BS26,23071,,,
Q76N89,Q76N89,23072,,,
Q14684,Q14684,23076,,,
O75592,O75592,23077,,,
Q12778,Q12778,2308,,,
Q9H3R0,Q9H3R0,23081,,,
Q5VV67,Q5VV67,23082,,,
G8JLD3,G8JLD3,23085,,,
E5RGB3,E5RGB3,23087,,,
O43524,O43524,2309,,,
Q6EMB2,Q6EMB2,23093,,,
O60292,O60292,23094,,,
O60333,O60333,23095,,,
Q5JU85,Q5JU85,23096,,,
Q9BWU1,Q9BWU1,23097,,,
O43298,O43298,23099,,,
P15121,P15121,231,,,
Q92552,Q92552,23107,,,
Q684P5,Q684P5,23108,,,
Q8N0X7,Q8N0X7,23111,,,
Q9UPQ9,Q9UPQ9,23112,,,
Q8IWT3,Q8IWT3,23113,,,
O94856,O94856,23114,,,
Q9NYJ8,Q9NYJ8,23118,,,
O75122,O75122,23122,,,
Q8IYK4,Q8IYK4,23127,,,
Q9Y4D7,Q9Y4D7,23129,,,
Q01543,Q01543,2313,,,
Q2TAZ0,Q2TAZ0,23130,,,
Q9Y4B4,Q9Y4B4,23132,,,
Q9UPP1,Q9UPP1,23133,,,
O15054,O15054,23135,,,
Q9Y2J2,Q9Y2J2,23136,,,
Q6P0Q8,Q6P0Q8,23139,,,
Q92564,Q92564,23142,,,
Q16655,Q16655,2315,,,
Q14141,Q14141,23157,,,
Q6NXF2,Q6NXF2,2316,,,
Q15061,Q15061,23160,,,
Q9Y5W8,Q9Y5W8,23161,,,
Q9UPT6,Q9UPT6,23162,,,
Q9NZ52,Q9NZ52,23163,,,
Q92621,Q92621,23165,,,
Q9NY15,Q9NY15,23166,,,
Q92541,Q92541,23168,,,
Q9NTN3,Q9NTN3,23169,,,
O75369,O75369,2317,,,
Q14166,Q14166,23170,,,
Q8N335,Q8N335,23171,,,
P53582,P53582,23173,,,
Q14693,Q14693,23175,,,
Q92599,Q92599,23176,,,
Q76N32,Q76N32,23177,,,
Q96RG2,Q96RG2,23178,,,
Q9NZL6,Q9NZL6,23179,,,
Q59H94,Q59H94,2318,,,
Q92615,Q92615,23185,,,
Q9UKL0,Q9UKL0,23186,,,
Q9BTI6,Q9BTI6,2319,,,
Q7L576,Q7L576,23191,,,
Q9Y4P1,Q9Y4P1,23192,,,
Q14697,Q14697,23193,,,
Q9UJT9,Q9UJT9,23194,,,
Q9NU22,Q9NU22,23195,,,
Q96CS3,Q96CS3,23197,,,
Q14997,Q14997,23198,,,
Q9Y2G3,Q9Y2G3,23200,,,
Q10713,Q10713,23203,,,
Q96GR2,Q96GR2,23205,,,
Q8IWE5,Q8IWE5,23207,,,
P17948,P17948,2321,,,
Q6NYC1,Q6NYC1,23210,,,
Q15050,Q15050,23212,,,
Q8IWU6,Q8IWU6,23213,,,
Q8NC59,Q8NC59,23216,,,
Q9NVF7,Q9NVF7,23219,,,
P36888,P36888,2322,,,
Q9Y2E6,Q9Y2E6,23220,,,
Q9BYZ6,Q9BYZ6,23221,,,
Q5JTH9,Q5JTH9,23223,,,
Q8WXH0,Q8WXH0,23224,,,
Q8TEM1,Q8TEM1,23225,,,
Q9UPR0,Q9UPR0,23228,,,
P49771,P49771,2323,,,
Q96RL7,Q96RL7,23230,,,
Q8WXX5,Q8WXX5,23234,,,
Q9H0K1,Q9H0K1,23235,,,
Q9NQ66,Q9NQ66,23236,,,
Q7LC44,Q7LC44,23237,,,
O60346,O60346,23239,,,
P35916,P35916,2324,,,
O75128,O75128,23242,,,
O15084,O15084,23243,,,
Q29RF7,Q29RF7,23244,,,
Q14137,Q14137,23246,,,
Q6PJ25,Q6PJ25,23250,,,
Q5T2D3,Q5T2D3,23252,,,
O94830,O94830,23259,,,
Q01740,Q01740,2326,,,
O43314,O43314,23262,,,
Q9UPT5,Q9UPT5,23265,,,
O95490,O95490,23266,,,
Q5JPC7,Q5JPC7,2327,,,
Q9UJ04,Q9UJ04,23270,,,
Q08AD1,Q08AD1,23271,,,
Q2KHT3,Q2KHT3,23274,,,
Q9Y2G5,Q9Y2G5,23275,,,
O94889,O94889,23276,,,
O75153,O75153,23277,,,
Q12769,Q12769,23279,,,
Q53FW5,Q53FW5,2328,,,
Q9H0L4,Q9H0L4,23283,,,
Q9HAR2,Q9HAR2,23284,,,
Q8IX03,Q8IX03,23286,,,
P31512,P31512,2329,,,
Q9UKB1,Q9UKB1,23291,,,
Q86US8,Q86US8,23293,,,
O60291,O60291,23295,,,
Q96FU2,Q96FU2,23299,,,
P49326,P49326,2330,,,
Q9NQT8,Q9NQT8,23303,,,
Q8IWV8,Q8IWV8,23304,,,
Q9UKU0,Q9UKU0,23305,,,
Q5T1M5,Q5T1M5,23307,,,
O75144,O75144,23308,,,
Q12833,Q12833,2331,,,
P42695,P42695,23310,,,
Q9Y2E8,Q9Y2E8,23315,,,
O14529,O14529,23316,,,
O75165,O75165,23317,,,
Q5TAX3,Q5TAX3,23318,,,
Q06787,Q06787,2332,,,
Q9C040,Q9C040,23321,,,
Q68CZ1,Q68CZ1,23322,,,
Q9Y2E5,Q9Y2E5,23324,,,
Q2M389,Q2M389,23325,,,
Q9UPT9,Q9UPT9,23326,,,
Q96PU5,Q96PU5,23327,,,
Q7Z460,Q7Z460,23332,,,
O15061,O15061,23336,,,
P51816,P51816,2334,,,
Q9Y2G8,Q9Y2G8,23341,,,
Q8NF91,Q8NF91,23345,,,
P02751,P02751,2335,,,
O15042,O15042,23350,,,
Q5T4S7,Q5T4S7,23352,,,
O94901,O94901,23353,,,
O94927,O94927,23354,,,
Q9UNK9,Q9UNK9,23357,,,
Q9UPU5,Q9UPU5,23358,,,
Q9NYI0,Q9NYI0,23362,,,
O75147,O75147,23363,,,
Q9NZN5,Q9NZN5,23365,,,
Q6PKG0,Q6PKG0,23367,,,
Q96KQ4,Q96KQ4,23368,,,
Q8TB72,Q8TB72,23369,,,
Q63HR2,Q63HR2,23371,,,
Q6UUV9,Q6UUV9,23373,,,
O43159,O43159,23378,,,
O75044,O75044,23380,,,
Q9UPR3,Q9UPR3,23381,,,
Q96HN2,Q96HN2,23382,,,
Q9Y6X3,Q9Y6X3,23383,,,
Q92542,Q92542,23385,,,
A1A5A9,A1A5A9,23387,,,
Q71F56,Q71F56,23389,,,
P49354,P49354,2339,,,
Q8IUH5,Q8IUH5,23390,,,
J3KN16,J3KN16,23392,,,
Q15031,Q15031,23395,,,
O60331,O60331,23396,,,
Q15003,Q15003,23397,,,
Q96BP3,Q96BP3,23398,,,
O95476,O95476,23399,,,
Q9NQ11,Q9NQ11,23400,,,
O75474,O75474,23401,,,
Q6PJ61,Q6PJ61,23403,,,
Q13868,Q13868,23404,,,
Q9UPY3,Q9UPY3,23405,,,
Q9NXA8,Q9NXA8,23408,,,
Q9Y6E7,Q9Y6E7,23409,,,
Q9NTG7,Q9NTG7,23410,,,
Q96EB6,Q96EB6,23411,,,
Q9NPQ0,Q9NPQ0,23414,,,
Q9UQ05,Q9UQ05,23415,,,
Q9ULD8,Q9ULD8,23416,,,
O95822,O95822,23417,,,
P82279,P82279,23418,,,
P49356,P49356,2342,,,
Q13352,Q13352,23421,,,
Q8NHU6,Q8NHU6,23424,,,
Q9UHI5,Q9UHI5,23428,,,
Q8N488,Q8N488,23429,,,
Q9BZJ3,Q9BZJ3,23430,,,
Q9UPM8,Q9UPM8,23431,,,
Q8N6U8,Q8N6U8,23432,,,
V9HWD0,V9HWD0,23433,,,
P08861,P08861,23436,,,
P49590,P49590,23438,,,
Q9UN42,Q9UN42,23439,,,
Q9Y2D2,Q9Y2D2,23443,,,
Q8WWI5,Q8WWI5,23446,,,
Q15393,Q15393,23450,,,
B4DGZ4,B4DGZ4,23451,,,
Q9NRK6,Q9NRK6,23456,,,
Q9NP78,Q9NP78,23457,,,
Q04609,Q04609,2346,,,
Q8N139,Q8N139,23460,,,
Q8WWZ7,Q8WWZ7,23461,,,
Q9Y5J3,Q9Y5J3,23462,,,
O60725,O60725,23463,,,
O75600,O75600,23464,,,
O95503,O95503,23466,,,
V9HWG0,V9HWG0,23468,,,
Q6FHL3,Q6FHL3,23471,,,
Q9Y6W3,Q9Y6W3,23473,,,
O95571,O95571,23474,,,
V9HWJ5,V9HWJ5,23475,,,
O60885,O60885,23476,,,
P67812,P67812,23478,,,
P15328,P15328,2348,,,
P60059,P60059,23480,,,
O00541,O00541,23481,,,
O95455,O95455,23483,,,
Q6UWW8,Q6UWW8,23491,,,
O95931,O95931,23492,,,
Q9UBP5,Q9UBP5,23493,,,
Q4ACX1,Q4ACX1,23495,,,
P46952,P46952,23498,,,
P14207,P14207,2350,,,
Q86T65,Q86T65,23500,,,
Q68DK2,Q68DK2,23503,,,
O15034,O15034,23504,,,
Q9H488,Q9H488,23509,,,
Q5SRE5,Q5SRE5,23511,,,
Q15022,Q15022,23512,,,
Q14160,Q14160,23513,,,
Q15043,Q15043,23516,,,
Q3MHC9,Q3MHC9,23517,,,
O95626,O95626,23519,,,
P41439,P41439,2352,,,
O43423,O43423,23520,,,
Q8J015,Q8J015,23521,,,
Q8WYB5,Q8WYB5,23522,,,
Q9Y6J0,Q9Y6J0,23523,,,
Q9UQ35,Q9UQ35,23524,,,
Q15057,Q15057,23527,,,
Q9UBD9,Q9UBD9,23529,,,
Q6FG41,Q6FG41,2353,,,
Q13423,Q13423,23530,,,
Q15546,Q15546,23531,,,
Q8WYR1,Q8WYR1,23533,,,
Q9Y5L0,Q9Y5L0,23534,,,
Q9BUB4,Q9BUB4,23536,,,
Q9UKL2,Q9UKL2,23538,,,
O95907,O95907,23539,,,
P53539,P53539,2354,,,
Q13387,Q13387,23542,,,
O43251,O43251,23543,,,
Q9Y487,Q9Y487,23545,,,
P59901,P59901,23547,,,
Q9ULA0,Q9ULA0,23549,,,
Q9H5M2,Q9H5M2,2355,,,
Q8NDX1,Q8NDX1,23550,,,
Q96D21,Q96D21,23551,,,
Q8IZL9,Q8IZL9,23552,,,
Q2M3T9,Q2M3T9,23553,,,
O95859,O95859,23554,,,
O95858,O95858,23555,,,
O95427,O95427,23556,,,
Q05932,Q05932,2356,,,
Q9BZE4,Q9BZE4,23560,,,
O95500,O95500,23562,,,
Q9GZS9,Q9GZS9,23563,,,
V9HW53,V9HW53,23564,,,
Q9UBY5,Q9UBY5,23566,,,
Q9Y2Y0,Q9Y2Y0,23568,,,
Q9UM07,Q9UM07,23569,,,
P21462,P21462,2357,,,
O94760,O94760,23576,,,
P25090,P25090,2358,,,
P31944,P31944,23581,,,
Q53HV7,Q53HV7,23583,,,
O95786,O95786,23586,,,
Q6L5J4,Q6L5J4,2359,,,
Q5T2R2,Q5T2R2,23590,,,
Q9Y2U8,Q9Y2U8,23592,,,
Q9Y5N6,Q9Y5N6,23594,,,
Q9UBD5,Q9UBD5,23595,,,
Q9H1Y3,Q9H1Y3,23596,,,
Q9Y305,Q9Y305,23597,,,
Q9UHK6,Q9UHK6,23600,,,
Q14DL9,Q14DL9,23601,,,
Q9ULV4,Q9ULV4,23603,,,
Q9UIK4,Q9UIK4,23604,,,
Q9Y5K6,Q9Y5K6,23607,,,
Q9UHC7,Q9UHC7,23608,,,
Q9H000,Q9H000,23609,,,
Q96PF2,Q96PF2,23617,,,
Q9NZV7,Q9NZV7,23619,,,
O95665,O95665,23620,,,
Q5W9H2,Q5W9H2,23621,,,
Q9ULV8,Q9ULV8,23624,,,
Q9Y5K1,Q9Y5K1,23626,,,
Q9UJ90,Q9UJ90,23630,,,
Q9ULX7,Q9ULX7,23632,,,
P37198,P37198,23636,,,
Q9NZL4,Q9NZL4,23640,,,
Q9Y6Y9,Q9Y6Y9,23643,,,
Q6P2E9,Q6P2E9,23644,,,
O75807,O75807,23645,,,
Q8IV08,Q8IV08,23646,,,
Q14181,Q14181,23649,,,
Q14134,Q14134,23650,,,
O15031,O15031,23654,,,
Q9UPY5,Q9UPY5,23657,,,
Q9Y4Y9,Q9Y4Y9,23658,,,
Q8NCC3,Q8NCC3,23659,,,
Q9Y2L8,Q9Y2L8,23660,,,
Q86Y82,Q86Y82,23673,,,
Q96BR1,Q96BR1,23678,,,
P57729,P57729,23682,,,
O94806,O94806,23683,,,
Q8WWG9,Q8WWG9,23704,,,
Q9BY67,Q9BY67,23705,,,
Q8IYD1,Q8IYD1,23708,,,
Q9H0R8,Q9H0R8,23710,,,
Q9UHJ6,Q9UHJ6,23729,,,
Q9NZN9,Q9NZN9,23746,,,
Q13356,Q13356,23759,,,
Q9UG56,Q9UG56,23761,,,
Q9ULX9,Q9ULX9,23764,,,
Q96F46,Q96F46,23765,,,
Q9NZU0,Q9NZU0,23767,,,
O43155,O43155,23768,,,
Q9NZU1,Q9NZU1,23769,,,
Q14318,Q14318,23770,,,
Q59G93,Q59G93,23774,,,
Q9BQE5,Q9BQE5,23780,,,
Q6S545,Q6S545,23784,,,
A0A087WX97,A0A087WX97,23786,,,
Q9NZJ7,Q9NZJ7,23787,,,
Q9Y6C9,Q9Y6C9,23788,,,
Q9UM73,Q9UM73,238,,,
P18054,P18054,239,,,
Q16595,Q16595,2395,,,
Q6AI28,Q6AI28,24,,,
P09917,P09917,240,,,
Q59HG1,Q59HG1,24137,,,
O95834,O95834,24139,,,
Q9UET6,Q9UET6,24140,,,
Q9UBB9,Q9UBB9,24144,,,
Q96RD7,Q96RD7,24145,,,
P56746,P56746,24146,,,
Q86VR8,Q86VR8,24147,,,
O94906,O94906,24148,,,
O75342,O75342,242,,,
P42685,P42685,2444,,,
Q5MJ70,Q5MJ70,245711,,,
Q8N8Y2,Q8N8Y2,245972,,,
Q8NEY4,Q8NEY4,245973,,,
P16050,P16050,246,,,
Q96LI5,Q96LI5,246175,,,
Q8NHZ8,Q8NHZ8,246184,,,
Q8NDX2,Q8NDX2,246213,,,
O60930,O60930,246243,,,
Q8WV93,Q8WV93,246269,,,
Q8N2H9,Q8N2H9,246330,,,
Q9GZM3,Q9GZM3,246721,,,
O15296,O15296,247,,,
P42345,P42345,2475,,,
P09923,P09923,248,,,
Q14331,Q14331,2483,,,
P01225,P01225,2488,,,
P05186,P05186,249,,,
Q92674,Q92674,2491,,,
P23945,P23945,2492,,,
O00482,O00482,2494,,,
P02794,P02794,2495,,,
Q59FK4,Q59FK4,25,,,
P05187,P05187,250,,,
P10696,P10696,251,,,
P02792,P02792,2512,,,
Q99965,Q99965,2515,,,
Q13285,Q13285,2516,,,
P04066,P04066,2517,,,
Q9BTY2,Q9BTY2,2519,,,
P01350,P01350,2520,,,
P35637,P35637,2521,,,
Q6IZA2,Q6IZA2,2523,,,
Q10981,Q10981,2524,,,
P21217,P21217,2525,,,
P22083,P22083,2526,,,
Q11128,Q11128,2527,,,
Q6P7E6,Q6P7E6,2528,,,
Q96N95,Q96N95,252884,,,
Q11130,Q11130,2529,,,
Q969S2,Q969S2,252969,,,
Q6ZWJ1,Q6ZWJ1,252983,,,
Q9BYC5,Q9BYC5,2530,,,
Q06136,Q06136,2531,,,
Q9Y6F8,Q9Y6F8,253175,,,
Q5Y7A1,Q5Y7A1,2532,,,
Q6R327,Q6R327,253260,,,
O15117,O15117,2533,,,
A6NMX2,A6NMX2,253314,,,
P06241,P06241,2534,,,
Q8NFU5,Q8NFU5,253430,,,
Q9H6F0,Q9H6F0,253461,,,
Q86UZ8,Q86UZ8,2535,,,
Q5SVS4,Q5SVS4,253512,,,
Q6UWP7,Q6UWP7,253558,,,
Q8N3J6,Q8N3J6,253559,,,
Q6ZNG0,Q6ZNG0,253639,,,
Q9Y4E1,Q9Y4E1,253725,,,
Q9H4W6,Q9H4W6,253738,,,
Q6ZMG9,Q6ZMG9,253782,,,
P35575,P35575,2538,,,
Q8IXL7,Q8IXL7,253827,,,
Q5W0Z9,Q5W0Z9,253832,,,
P11413,P11413,2539,,,
Q8WZ19,Q8WZ19,253980,,,
Q6UB28,Q6UB28,254042,,,
Q6ZU65,Q6ZU65,254048,,,
Q6RI45,Q6RI45,254065,,,
Q86XE0,Q86XE0,254122,,,
Q7Z6M2,Q7Z6M2,254170,,,
O43826,O43826,2542,,,
Q6UX98,Q6UX98,254359,,,
Q9NXL9,Q9NXL9,254394,,,
Q8IVJ1,Q8IVJ1,254428,,,
Q643R3,Q643R3,254531,,,
Q8WV74,Q8WV74,254552,,,
P12956,P12956,2547,,,
A6NCV1,A6NCV1,254783,,,
Q9NZP0,Q9NZP0,254786,,,
P10253,P10253,2548,,,
Q58DX5,Q58DX5,254827,,,
Q8NHC8,Q8NHC8,254879,,,
Q8IYP9,Q8IYP9,254887,,,
Q9HA84,Q9HA84,2549,,,
Q8NGR5,Q8NGR5,254973,,,
Q9UBS5,Q9UBS5,2550,,,
Q2QL34,Q2QL34,255027,,,
Q8N661,Q8N661,255043,,,
Q86UU9,Q86UU9,255061,,,
Q06546,Q06546,2551,,,
Q68DD2,Q68DD2,255189,,,
Q8IZK6,Q8IZK6,255231,,,
Q8NFD2,Q8NFD2,255239,,,
Q06547,Q06547,2553,,,
P14867,P14867,2554,,,
Q658L4,Q658L4,255403,,,
Q7Z419,Q7Z419,255488,,,
P47869,P47869,2555,,,
P34903,P34903,2556,,,
Q96A08,Q96A08,255626,,,
Q17RW2,Q17RW2,255631,,,
X5D7F5,X5D7F5,2557,,,
Q96RD2,Q96RD2,255725,,,
Q8NBP7,Q8NBP7,255738,,,
Q6UXI9,Q6UXI9,255743,,,
P31644,P31644,2558,,,
Q16445,Q16445,2559,,,
A1L3Y1,A1L3Y1,255928,,,
Q58A45,Q58A45,255967,,,
X5DNL6,X5DNL6,2560,,,
Q6P9A3,Q6P9A3,256051,,,
A8TX70,A8TX70,256076,,,
P47870,P47870,2561,,,
Q6PIF2,Q6PIF2,256126,,,
Q8NH37,Q8NH37,256144,,,
Q8NGB4,Q8NGB4,256148,,,
P28472,P28472,2562,,,
O95848,O95848,256281,,,
Q7RTS3,Q7RTS3,256297,,,
O14764,O14764,2563,,,
Q8N6N6,Q8N6N6,256302,,,
Q6ZS86,Q6ZS86,256356,,,
Q32P44,Q32P44,256364,,,
Q8N228,Q8N228,256380,,,
Q86U17,Q86U17,256394,,,
P78334,P78334,2564,,,
Q8NDV1,Q8NDV1,256435,,,
Q8NHS3,Q8NHS3,256471,,,
Q8N1C3,Q8N1C3,2565,,,
P18507,P18507,2566,,,
Q99928,Q99928,2567,,,
O00591,O00591,2568,,,
A6NLW9,A6NLW9,256892,,,
P24046,P24046,2569,,,
Q8NG41,Q8NG41,256933,,,
O95076,O95076,257,,,
P28476,P28476,2570,,,
Q86XM0,Q86XM0,257062,,,
Q99259,Q99259,2571,,,
Q7Z3B1,Q7Z3B1,257194,,,
Q5VZ30,Q5VZ30,2572,,,
P59796,P59796,257202,,,
Q149N8,Q149N8,257218,,,
Q8N239,Q8N239,257240,,,
Q8WV41,Q8WV41,257364,,,
Q8N5C8,Q8N5C8,257397,,,
P98077,P98077,25759,,,
Q6NWY9,Q6NWY9,25766,,,
Q9UI40,Q9UI40,25769,,,
Q9UH99,Q9UH99,25777,,,
Q6XUX3,Q6XUX3,25778,,,
Q8IV61,Q8IV61,25780,,,
O95073,O95073,25788,,,
Q8N5V2,Q8N5V2,25791,,,
Q9Y3I1,Q9Y3I1,25793,,,
O14926,O14926,25794,,,
O95336,O95336,25796,,,
Q16769,Q16769,25797,,,
O75467,O75467,25799,,,
O14976,O14976,2580,,,
Q13433,Q13433,25800,,,
Q8NHG7,Q8NHG7,258010,,,
O95238,O95238,25803,,,
U3KQK1,U3KQK1,25804,,,
Q13145,Q13145,25805,,,
Q9UIW0,Q9UIW0,25806,,,
O95922,O95922,25809,,,
P54803,P54803,2581,,,
Q9Y512,Q9Y512,25813,,,
Q9UBB4,Q9UBB4,25814,,,
Q9Y337,Q9Y337,25818,,,
Q9UK39,Q9UK39,25819,,,
Q14376,Q14376,2582,,,
Q9Y4X5,Q9Y4X5,25820,,,
Q9Y2Z2,Q9Y2Z2,25821,,,
O75953,O75953,25822,,,
Q9NRR2,Q9NRR2,25823,,,
P30044,P30044,25824,,,
Q9Y5Z0,Q9Y5Z0,25825,,,
Q9UKC9,Q9UKC9,25827,,,
Q99757,Q99757,25828,,,
Q00973,Q00973,2583,,,
Q9BR01,Q9BR01,25830,,,
Q9ULT8,Q9ULT8,25831,,,
Q9UKI9,Q9UKI9,25833,,,
Q9UBM8,Q9UBM8,25834,,,
Q6KC79,Q6KC79,25836,,,
Q9ULW5,Q9ULW5,25837,,,
V9HWE7,V9HWE7,2584,,,
Q8N961,Q8N961,25841,,,
Q9Y294,Q9Y294,25842,,,
Q9BS18,Q9BS18,25847,,,
Q01415,Q01415,2585,,,
Q7Z6L1,Q7Z6L1,25851,,,
Q5T6F0,Q5T6F0,25853,,,
G5E9I4,G5E9I4,25855,,,
Q70CQ1,Q70CQ1,25862,,,
Q9BUJ0,Q9BUJ0,25864,,,
Q9BZL6,Q9BZL6,25865,,,
P47211,P47211,2587,,,
Q9Y3U8,Q9Y3U8,25873,,,
Q9NV06,Q9NV06,25879,,,
Q96I49,Q96I49,2588,,,
Q6WN34,Q6WN34,25884,,,
Q9H6T2,Q9H6T2,25885,,,
Q8NBT0,Q8NBT0,25886,,,
Q8WTR7,Q8WTR7,25888,,,
Q10472,Q10472,2589,,,
Q8NG06,Q8NG06,25893,,,
Q9NVH2,Q9NVH2,25896,,,
Q9NV58,Q9NV58,25897,,,
Q96PM5,Q96PM5,25898,,,
Q10471,Q10471,2590,,,
Q6UB35,Q6UB35,25902,,,
Q9H9A5,Q9H9A5,25904,,,
Q14435,Q14435,2591,,,
Q9NUX5,Q9NUX5,25913,,,
Q86VV8,Q86VV8,25914,,,
Q9Y3Z0,Q9Y3Z0,25915,,,
Q05D23,Q05D23,259197,,,
P07902,P07902,2592,,,
Q8WX92,Q8WX92,25920,,,
Q9C0B5,Q9C0B5,25921,,,
Q6DD88,Q6DD88,25923,,,
Q86VZ5,Q86VZ5,259230,,,
W8W3P5,W8W3P5,259249,,,
Q8IZT6,Q8IZT6,259266,,,
P59534,P59534,259285,,,
P59535,P59535,259286,,,
P59536,P59536,259287,,,
P59537,P59537,259289,,,
Q8TEQ6,Q8TEQ6,25929,,,
P59538,P59538,259290,,,
P59540,P59540,259292,,,
P59541,P59541,259293,,,
P59542,P59542,259294,,,
P59543,P59543,259295,,,
P59544,P59544,259296,,,
V9HWB2,V9HWB2,2593,,,
Q9H3S7,Q9H3S7,25930,,,
Q96RQ9,Q96RQ9,259307,,,
Q9Y696,Q9Y696,25932,,,
Q96IY1,Q96IY1,25936,,,
Q9GZV5,Q9GZV5,25937,,,
Q68CL5,Q68CL5,25941,,,
Q96ST3,Q96ST3,25942,,,
Q9NQS3,Q9NQS3,25945,,,
Q8IY47,Q8IY47,25948,,,
O95926,O95926,25949,,,
H3BN99,H3BN99,2595,,,
Q9NQW1,Q9NQW1,25956,,,
